hs6,description,product,category,segment,dgcis_segment,in_fed_definition,in_old_fed_analysis,in_telangana_study,in_icea,in_dgcis,in_icrier,world_exports_usd_bn,share_of_world_trade,comments,search_terms
850811,"Vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20L",Vaccume Cleaner,White Goods,Final Goods,Not Included,yes,yes,no,no,no,no,12.157487,0.002429,White goods - can include,
850819,"Vacuum cleaners, with self-contained electric motor, n.e.c. in item no. 8508.1",Vaccume Cleaner,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,0.985197,0.000118,Small world share,
850860,"Vacuum cleaners, other than with a self-contained electric motor",Vaccume Cleaner,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,0.245311,0.000055,Small world share,
850870,Parts of vacuum cleaners,Parts of vacuum cleaners,White Goods,Components,Not Included,no,yes,no,no,no,no,1.077977,0.000129,Small world share,
850940,"Electro-mechanical domestic appliances; food grinders and mixers, fruit or vegetable juice extractors, with self-contained electric motor",Cooking Appliance,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,12.590371,0.001507,Small world share,
850980,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509",Domestic Appliances (Misc),White Goods,Final Goods,Not Included,yes,yes,yes,no,no,no,10.565025,0.002314,White goods - can include,
850990,Electro-mechanical domestic appliances; parts for the appliances of heading no. 8509,Domestic appliance parts,Consumer Durables,Components,Not Included,no,yes,yes,no,no,no,1.244153,0.000149,Small world share,
851010,Shavers; with self-contained electric motor,Electric Shavers,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,1.157887,0.000139,Small world share,
851020,Hair clippers; with a self-contained electric motor,Hair Clippers,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,2.306898,0.000276,Small world share,
851030,Hair-removing appliances; with self-contained electric motor,Electric Shavers,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,0.64139,0.000144,Small world share,
851090,Shavers and hair clippers; parts of those with self-contained electric motor,Parts of shavers and hair clippers,Consumer Durables,Components,Not Included,no,yes,yes,no,no,no,0.13472,0.000016,Small world share,
851120,"Ignition or starting equipment; ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines",Ignition equipment,Consumer Durables,Components,Consumer electronics,yes,no,no,no,yes,yes,0.163098,0.000037,Included in DGCIS,
851210,"Lighting or visual signalling equipment; electrical, of a kind used on bicycles, excluding articles of heading no. 8539",Headlights,Consumer Durables,Components,Not Included,no,yes,no,no,no,no,0.501435,0.000113,Small world share,
851220,"Lighting or visual signalling equipment; electrical, of a kind used on motor vehicles (excluding articles of heading no. 8539)",Vehical Headlights,Consumer Durables,Components,Not Included,no,yes,no,no,no,no,42.729198,0.005115,"Can be removed, can be added in auto comp",
851230,"Sound signalling equipment; electrical, used on cycles or motor vehicles (excluding articles of heading no. 8539)",Horns,Consumer Durables,Components,Not Included,no,yes,no,no,no,no,0.752158,0.00009,Small world share,
851240,"Windscreen wipers, defrosters and demisters; electrical, of kinds used for cycles or motor vehicles",Windscreen wipers in vehicles,Consumer Durables,Components,Not Included,no,yes,no,no,no,no,0.205281,0.000025,Small world share,
851290,"Lighting or signalling equipment; electrical, (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; parts, of those kinds used for cycles or motor vehicles",Lighting or signalling equipment in vehicles,Consumer Durables,Components,Not Included,no,yes,no,no,no,no,16.979545,0.002033,Included based on subjective judgement,
851310,"Lamps; portable, electric, designed to function by their own source of energy (excluding lighting equipment of heading no. 8512)",Torches,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,1.156823,0.000138,Small world share,
851390,"Lamps; parts of portable, electric lamps of heading no. 8513, designed to function by their own source of energy",Lamps,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.076698,0.000017,Small world share,
851610,"Heaters; electric, instantaneous or storage water and immersion heaters",Water Heaters,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,4.575734,0.000548,Small world share,
851621,Heating apparatus; electric storage heating radiators,Commercial - Heaters,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.115164,0.000026,Small world share,
851629,Heating apparatus; electric soil heating apparatus and space heating apparatus (excluding storage heating radiators),Winter Heaters,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,8.549189,0.001023,Small world share,
851631,Hair-dressing apparatus; electro-thermic hair dryers,Hair Dryers,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,2.812973,0.000337,Small world share,
851632,"Hair-dressing apparatus; electro-thermic, other than hair dryers","Hair Dryers, Straightners",Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,3.659035,0.000438,Small world share,
851633,Hand-drying apparatus; electro-thermic,Hand Dryers,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.110128,0.000025,Small world share,
851640,Smoothing irons; electric,Hair Straightner,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,1.607116,0.000192,Small world share,
851650,"Ovens; microwave, of a kind used for domestic purposes",Cooking Appliance,White Goods,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,4.717362,0.001157,Included in DGCIS,
851660,"Ovens, cookers, cooking plates, boiling rings, grillers and roasters; of a kind used for domestic purposes (excluding microwaves)",Cooking Appliance,Consumer Durables,Final Goods,Not Included,yes,yes,yes,no,no,no,17.213391,0.00416,Included based on subjective judgement,
851671,"Electro-thermic appliances; coffee or tea makers, of a kind used for domestic purposes",Coffee Makers,Consumer Durables,Final Goods,Not Included,yes,yes,yes,no,no,no,7.675948,0.002217,Included based on subjective judgement,
851672,"Electro-thermic appliances; toasters, of a kind used for domestic purposes",Toasters,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,0.610547,0.000073,Small world share,
851679,"Electro-thermic appliances; n.e.c. in heading no. 8516, used for domestic purposes",Water Heater,White Goods,Final Goods,Not Included,yes,yes,yes,no,no,no,7.089008,0.001781,White goods - can include,
851680,"Resistors; electric heating, other than those of heading no. 8545","Components for appliances that are used for heating (microwaves, dryers etc)",White Goods,Components,Not Included,no,yes,no,no,no,no,9.149068,0.001095,Small world share,
851690,"Electro-thermic appliances; parts, of heating resistors, of water, space and soil heaters, hair-dressing apparatus, hand dryers, smoothing irons and other domestic appliances of heading no. 8516",Parts for heaters,White Goods,Components,Not Included,no,yes,no,no,no,no,8.014939,0.000959,Small world share,
851711,Line telephone sets with cordless handsets,Landline Phones,Mobile & Telephone,Final Goods,Telecom instruments,yes,yes,yes,no,yes,yes,1.396778,0.000212,Included in DGCIS,
851712,Telephones for cellular networks or for other wireless networks,Mobile Phone,Mobile & Telephone,Final Goods,Telecom instruments,yes,yes,yes,yes,yes,yes,0.014762,0.000003,Included in DGCIS,
851713,Telephone sets; smartphones for cellular or other wireless networks,Smart Phone,Mobile & Telephone,Final Goods,Telecom instruments,yes,yes,yes,yes,yes,no,258.375421,0.066204,Included in DGCIS,
851714,"Telephone sets; other than smartphones, for cellular or other wireless networks",Mobile Phone (feature phone),Mobile & Telephone,Final Goods,Telecom instruments,yes,no,yes,yes,yes,no,9.471502,0.002627,Included in DGCIS,
851718,Telephone sets n.e.c. in item no. 8517.1,Landline Phones,Mobile & Telephone,Final Goods,Telecom instruments,yes,yes,yes,no,yes,yes,2.427736,0.00067,Included in DGCIS,
851761,Base stations,Base Station,Telecom Apparatus,Final Goods,Telecom instruments,yes,yes,no,yes,yes,yes,3.42014,0.000838,Included in DGCIS,
851762,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",Headsets for mobile phones,Mobile & Telephone,Final Goods,Telecom instruments,yes,yes,yes,yes,yes,yes,183.234418,0.047388,Included in DGCIS,
851769,"Communication apparatus (excluding telephone sets or base stations); machines for the transmission or reception of voice, images or other data (including wired/wireless networks), n.e.c. in item no. 8517.6",OTT Set Top Box/Set Top Box,Telecom Apparatus,Final Goods,Telecom instruments,yes,yes,yes,yes,yes,yes,8.150789,0.001915,Included in DGCIS,
851770,"Telephone sets and other apparatus for the transmission or reception of voice, images or other data, via a wired or wireless network; parts",Mobile & Telephone components,Mobile & Telephone,Components,Not Included,yes,yes,no,yes,no,yes,0.155911,0.000401,Included in ICEA,
851771,"Communication apparatus; parts, aerials and aerial reflectors of all kinds, part suitable for use therewith",Mobile & Telephone components,Mobile & Telephone,Components,Telecom instruments,yes,no,no,no,yes,no,4.282955,0.001098,Included in DGCIS,
851779,"Communication apparatus; parts, other than aerials and aerial reflectors of all kinds",PCBA,Mobile & Telephone,Components,Telecom instruments,yes,no,no,yes,yes,no,57.189252,0.013076,Included in DGCIS,
851810,Microphones and stands therefor,Mics,Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,yes,yes,yes,4.159617,0.000717,Included in DGCIS,
851821,"Loudspeakers; single, mounted in their enclosures",Speakers,Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,4.77183,0.001097,Included in DGCIS,
851822,"Loudspeakers; multiple, mounted in the same enclosure",Speakers,Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,yes,yes,yes,7.549308,0.001789,Included in DGCIS,
851829,Loudspeakers; not mounted in their enclosures,Speakers,Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,yes,yes,yes,5.09073,0.000867,Included in DGCIS,
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","Headphones, earphones",Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,yes,yes,yes,12.908287,0.003227,Included in DGCIS,
851840,Amplifiers; audio-frequency electric,Amplifiers,Other Electronics,Components,Electronics instruments,yes,yes,yes,no,yes,yes,4.338438,0.000664,Included in DGCIS,
851850,Amplifier sets; electric sound,Amplifiers,Other Electronics,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,1.20616,0.000033,Included in DGCIS,
851890,"Microphones, headphones, earphones, amplifier equipment; parts of the equipment of heading no. 8518","Parts for microphones, headphones",Consumer Durables,Components,Electronics instruments,yes,yes,yes,yes,yes,yes,4.268724,0.001004,Included in DGCIS,
851920,"Sound recording or reproducing apparatus; operated by coins, banknotes, bank cards, tokens or by other means of payment",Sound Recording apparatus for modes of payments,Consumer Durables,Components,Consumer electronics,yes,yes,yes,no,yes,yes,0.031648,0.000007,Included in DGCIS,
851930,Sound recording or reproducing apparatus; turntables (record-decks),"Sound Recording apparatus, like dj turntable",Consumer Durables,Final Goods,Electronics instruments,yes,yes,no,no,yes,no,0.260672,0.000059,Included in DGCIS,
851950,Sound recording or reproducing apparatus; telephone answering machines,Answering Machines,Telecom Apparatus,Final Goods,Telecom instruments,yes,yes,no,no,yes,no,0,0,Included in DGCIS,
851981,"Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50",Sound recorders,Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,1.729578,0.000158,Included in DGCIS,
851989,Sound recording or reproducing apparatus; n.e.c. in heading no 8519,Sound recorders,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,yes,yes,yes,0.977287,0.000046,Included in DGCIS,
852110,Video recording or reproducing apparatus; magnetic tape-type,Video recorders,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.380545,0.000086,Included in DGCIS,
852190,Video recording or reproducing apparatus; other than magnetic tape-type,Video recorders,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,3.503148,0.000525,Included in DGCIS,
852210,"Sound recording or reproducing apparatus; parts and accessories thereof, pick-up cartridges",Sound recorders,Consumer Durables,Components,Consumer electronics,yes,yes,yes,no,yes,yes,0.06385,0.000014,Included in DGCIS,
852290,"Sound or video recording or reproducing apparatus; parts and accessories thereof, other than pick-up cartridges",Sound recorders,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,1.531554,0.000153,Included in DGCIS,
852321,"Magnetic media; cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",Cards incorporating magnetic stripe,Consumer Durables,Components,Consumer electronics,yes,yes,yes,no,yes,yes,0.239655,0.000054,Included in DGCIS,
852329,"Magnetic media; other than cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",Cards incorporating magnetic stripe,Consumer Durables,Components,Consumer electronics,yes,yes,yes,no,yes,yes,3.476951,0.000814,Included in DGCIS,
